,model,environment,episode,round,state,action,reward,done
26127,QLearningCS,DiscreteForagersEnv,4108,2,[0.3  0.91],1,0.5807760031765727,False
26128,QLearningCS,DiscreteForagersEnv,4108,3,[0.1 0.7],9,0.7117566157168951,False
26129,QLearningCS,DiscreteForagersEnv,4108,4,[0.9 1. ],7,0.3316123971456999,False
26130,QLearningCS,DiscreteForagersEnv,4108,5,[0.7 1. ],1,0.0,True
26131,QLearningCS,DiscreteForagersEnv,4109,0,[0.38952625 0.8045898 ],6,0.8242283678349148,False
26132,QLearningCS,DiscreteForagersEnv,4109,1,[0.6 1. ],1,0.5158594143243476,False
26133,QLearningCS,DiscreteForagersEnv,4109,2,[0.1  0.91],9,0.56460900711152,False
26134,QLearningCS,DiscreteForagersEnv,4109,3,[0.9 1. ],7,0.15144027877694666,False
26135,QLearningCS,DiscreteForagersEnv,4109,4,[0.7 1. ],10,0.15144027877694666,False
26136,QLearningCS,DiscreteForagersEnv,4109,5,[1. 1.],10,0.15144027877694666,False
26137,QLearningCS,DiscreteForagersEnv,4109,6,[1. 1.],10,0.15144027877694666,False
26138,QLearningCS,DiscreteForagersEnv,4109,7,[1. 1.],10,0.15144027877694666,False
26139,QLearningCS,DiscreteForagersEnv,4109,8,[1. 1.],10,0.15144027877694666,False
26140,QLearningCS,DiscreteForagersEnv,4109,9,[1. 1.],10,0.15144027877694666,True
26141,QLearningCS,DiscreteForagersEnv,4110,0,[0.4203684  0.52382976],7,0.6990079527494137,False
26142,QLearningCS,DiscreteForagersEnv,4110,1,[0.7 1. ],10,0.775067771568746,False
26143,QLearningCS,DiscreteForagersEnv,4110,2,[1. 1.],0,0.37826089317671885,False
26144,QLearningCS,DiscreteForagersEnv,4110,3,[0. 1.],10,0.37826089317671885,False
26145,QLearningCS,DiscreteForagersEnv,4110,4,[1. 1.],0,0.0,True
26146,QLearningCS,DiscreteForagersEnv,4111,0,[0.8088009 0.7431408],8,0.5517416037054078,False
26147,QLearningCS,DiscreteForagersEnv,4111,1,[0.8 1. ],7,0.1690950785251213,False
26148,QLearningCS,DiscreteForagersEnv,4111,2,[0.7  0.91],5,0.0,True
26149,QLearningCS,DiscreteForagersEnv,4112,0,[0.09388597 0.0070527 ],3,0.3888888888888889,False
26150,QLearningCS,DiscreteForagersEnv,4112,1,[0.3 0.4],3,1.0676146327187774,False
26151,QLearningCS,DiscreteForagersEnv,4112,2,[0.3 1. ],3,0.8325057581085277,False
26152,QLearningCS,DiscreteForagersEnv,4112,3,[0.3  0.91],9,1.050205741366895,False
26153,QLearningCS,DiscreteForagersEnv,4112,4,[0.9 1. ],6,0.7117566157168951,False
26154,QLearningCS,DiscreteForagersEnv,4112,5,[0.6 1. ],0,0.3316123971456999,False
26155,QLearningCS,DiscreteForagersEnv,4112,6,[0. 1.],10,0.3316123971456999,False
26156,QLearningCS,DiscreteForagersEnv,4112,7,[1. 1.],9,0.0,True
26157,QLearningCS,DiscreteForagersEnv,4113,0,[0.56869036 0.392219  ],6,0.8242283678349148,False
26158,QLearningCS,DiscreteForagersEnv,4113,1,[0.6 1. ],1,0.5158594143243476,False
26159,QLearningCS,DiscreteForagersEnv,4113,2,[0.1  0.91],9,0.56460900711152,False
26160,QLearningCS,DiscreteForagersEnv,4113,3,[0.9 1. ],6,0.15144027877694666,False
26161,QLearningCS,DiscreteForagersEnv,4113,4,[0.6 1. ],1,0.0,True
26162,QLearningCS,DiscreteForagersEnv,4114,0,[0.4287173  0.01736998],5,0.3888888888888889,False
26163,QLearningCS,DiscreteForagersEnv,4114,1,[0.5 0.4],6,0.8242283678349148,False
26164,QLearningCS,DiscreteForagersEnv,4114,2,[0.6 1. ],0,0.5158594143243476,False
26165,QLearningCS,DiscreteForagersEnv,4114,3,[0.   0.91],0,0.1469135331518846,False
26166,QLearningCS,DiscreteForagersEnv,4114,4,[0.  0.7],10,0.1485484996947667,False
26167,QLearningCS,DiscreteForagersEnv,4114,5,[1.        0.8633332],10,0.14966324978295076,False
26168,QLearningCS,DiscreteForagersEnv,4114,6,[1. 1.],4,0.0,True
26169,QLearningCS,DiscreteForagersEnv,4115,0,[0.6247932  0.93931836],9,0.5763324282399617,False
26170,QLearningCS,DiscreteForagersEnv,4115,1,[0.9 1. ],10,0.6152263368807664,False
26171,QLearningCS,DiscreteForagersEnv,4115,2,[1. 1.],5,0.19487179480909456,False
26172,QLearningCS,DiscreteForagersEnv,4115,3,[0.5 1. ],10,0.19487179480909456,False
26173,QLearningCS,DiscreteForagersEnv,4115,4,[1. 1.],5,0.0,True
26174,QLearningCS,DiscreteForagersEnv,4116,0,[0.71229386 0.70430356],8,0.5517416037054078,False
26175,QLearningCS,DiscreteForagersEnv,4116,1,[0.8 1. ],7,0.1690950785251213,False
26176,QLearningCS,DiscreteForagersEnv,4116,2,[0.7  0.91],8,0.0,True
26177,QLearningCS,DiscreteForagersEnv,4117,0,[0.75465935 0.6414324 ],5,0.9274029982363317,False
26178,QLearningCS,DiscreteForagersEnv,4117,1,[0.5 1. ],10,1.1014754591990363,False
26179,QLearningCS,DiscreteForagersEnv,4117,2,[1. 1.],6,0.7475577026301663,False
26180,QLearningCS,DiscreteForagersEnv,4117,3,[0.6 1. ],8,0.35588881314852694,False
26181,QLearningCS,DiscreteForagersEnv,4117,4,[0.8 1. ],7,2.220446049250313e-16,True
26182,QLearningCS,DiscreteForagersEnv,4118,0,[0.86621326 0.11489785],3,0.3888888888888889,False
26183,QLearningCS,DiscreteForagersEnv,4118,1,[0.3 0.4],3,1.0676146327187774,False
26184,QLearningCS,DiscreteForagersEnv,4118,2,[0.3 1. ],3,0.8325057581085277,False
26185,QLearningCS,DiscreteForagersEnv,4118,3,[0.3  0.91],9,1.050205741366895,False
26186,QLearningCS,DiscreteForagersEnv,4118,4,[0.9 1. ],6,0.7117566157168951,False
26187,QLearningCS,DiscreteForagersEnv,4118,5,[0.6 1. ],5,0.3316123971456999,False
26188,QLearningCS,DiscreteForagersEnv,4118,6,[0.5 1. ],10,0.3316123971456999,False
26189,QLearningCS,DiscreteForagersEnv,4118,7,[1. 1.],6,0.0,True
26190,QLearningCS,DiscreteForagersEnv,4119,0,[0.7562598 0.6943101],8,0.5517416037054078,False
26191,QLearningCS,DiscreteForagersEnv,4119,1,[0.8 1. ],9,0.37126480042045795,False
26192,QLearningCS,DiscreteForagersEnv,4119,2,[0.9 1. ],6,0.0,True
26193,QLearningCS,DiscreteForagersEnv,4120,0,[0.10967219 0.7084281 ],7,0.6990079527494137,False
26194,QLearningCS,DiscreteForagersEnv,4120,1,[0.7 1. ],10,0.775067771568746,False
26195,QLearningCS,DiscreteForagersEnv,4120,2,[1. 1.],5,0.37826089317671885,False
26196,QLearningCS,DiscreteForagersEnv,4120,3,[0.5 1. ],10,0.37826089317671885,False
26197,QLearningCS,DiscreteForagersEnv,4120,4,[1. 1.],5,0.0,True
26198,QLearningCS,DiscreteForagersEnv,4121,0,[0.71415186 0.7314596 ],8,0.5517416037054078,False
26199,QLearningCS,DiscreteForagersEnv,4121,1,[0.8 1. ],9,0.37126480042045795,False
26200,QLearningCS,DiscreteForagersEnv,4121,2,[0.9 1. ],3,0.0,True
26201,QLearningCS,DiscreteForagersEnv,4122,0,[0.89489996 0.65499216],0,0.14736842105263157,False
26202,QLearningCS,DiscreteForagersEnv,4122,1,[0.   0.19],6,0.21279460332208988,False
26203,QLearningCS,DiscreteForagersEnv,4122,2,[0.6  0.33],7,0.23374485095959713,False
26204,QLearningCS,DiscreteForagersEnv,4122,3,[0.7        0.53999996],0,0.0,True
26205,QLearningCS,DiscreteForagersEnv,4123,0,[0.537653   0.42340904],1,0.14736842105263157,False
26206,QLearningCS,DiscreteForagersEnv,4123,1,[0.1  0.19],3,-1.3877787807814457e-17,True
26207,QLearningCS,DiscreteForagersEnv,4124,0,[0.16120487 0.5999193 ],3,1.0676146327187774,False
26208,QLearningCS,DiscreteForagersEnv,4124,1,[0.3 1. ],3,0.8325057581085277,False
26209,QLearningCS,DiscreteForagersEnv,4124,2,[0.3  0.91],9,1.050205741366895,False
26210,QLearningCS,DiscreteForagersEnv,4124,3,[0.9 1. ],7,0.7117566157168951,False
26211,QLearningCS,DiscreteForagersEnv,4124,4,[0.7 1. ],10,0.7117566157168951,False
26212,QLearningCS,DiscreteForagersEnv,4124,5,[1. 1.],10,0.7117566157168951,False
26213,QLearningCS,DiscreteForagersEnv,4124,6,[1. 1.],10,0.7117566157168951,False
26214,QLearningCS,DiscreteForagersEnv,4124,7,[1. 1.],4,0.3316123971456999,False
26215,QLearningCS,DiscreteForagersEnv,4124,8,[0.4 1. ],10,0.3316123971456999,False
26216,QLearningCS,DiscreteForagersEnv,4124,9,[1. 1.],4,0.0,True
26217,QLearningCS,DiscreteForagersEnv,4125,0,[0.8983386 0.3063559],9,0.5763324282399617,False
26218,QLearningCS,DiscreteForagersEnv,4125,1,[0.9 1. ],7,0.19019607820221218,False
26219,QLearningCS,DiscreteForagersEnv,4125,2,[0.7 1. ],9,0.0,True
26220,QLearningCS,DiscreteForagersEnv,4126,0,[0.35237572 0.39797473],3,1.0676146327187774,False
26221,QLearningCS,DiscreteForagersEnv,4126,1,[0.3 1. ],3,0.8325057581085277,False
26222,QLearningCS,DiscreteForagersEnv,4126,2,[0.3  0.91],1,0.5807760031765727,False
26223,QLearningCS,DiscreteForagersEnv,4126,3,[0.1 0.7],9,0.7117566157168951,False
26224,QLearningCS,DiscreteForagersEnv,4126,4,[0.9 1. ],5,0.3316123971456999,False
26225,QLearningCS,DiscreteForagersEnv,4126,5,[0.5 1. ],10,0.3316123971456999,False
26226,QLearningCS,DiscreteForagersEnv,4126,6,[1. 1.],10,0.3316123971456999,False
26227,QLearningCS,DiscreteForagersEnv,4126,7,[1. 1.],10,0.3316123971456999,False
26228,QLearningCS,DiscreteForagersEnv,4126,8,[1. 1.],10,0.3316123971456999,False
26229,QLearningCS,DiscreteForagersEnv,4126,9,[1. 1.],10,0.3316123971456999,True
26230,QLearningCS,DiscreteForagersEnv,4127,0,[0.99110806 0.92468387],3,1.0676146327187774,False
26231,QLearningCS,DiscreteForagersEnv,4127,1,[0.3 1. ],3,0.8325057581085277,False
26232,QLearningCS,DiscreteForagersEnv,4127,2,[0.3  0.91],1,0.5807760031765727,False
26233,QLearningCS,DiscreteForagersEnv,4127,3,[0.1 0.7],7,0.8382542166579725,False
26234,QLearningCS,DiscreteForagersEnv,4127,4,[0.7 1. ],6,0.4917865523926127,False
26235,QLearningCS,DiscreteForagersEnv,4127,5,[0.6 1. ],6,0.08691358024691331,False
26236,QLearningCS,DiscreteForagersEnv,4127,6,[0.6 1. ],8,0.0,True
26237,QLearningCS,DiscreteForagersEnv,4128,0,[0.36507344 0.47334188],3,1.0676146327187774,False
26238,QLearningCS,DiscreteForagersEnv,4128,1,[0.3 1. ],3,0.8325057581085277,False
26239,QLearningCS,DiscreteForagersEnv,4128,2,[0.3  0.91],9,1.050205741366895,False
26240,QLearningCS,DiscreteForagersEnv,4128,3,[0.9 1. ],5,0.7117566157168951,False
26241,QLearningCS,DiscreteForagersEnv,4128,4,[0.5 1. ],10,0.7117566157168951,False
26242,QLearningCS,DiscreteForagersEnv,4128,5,[1. 1.],4,0.3316123971456999,False
26243,QLearningCS,DiscreteForagersEnv,4128,6,[0.4 1. ],10,0.3316123971456999,False
26244,QLearningCS,DiscreteForagersEnv,4128,7,[1. 1.],4,0.0,True
26245,QLearningCS,DiscreteForagersEnv,4129,0,[0.83104455 0.20885283],5,0.9274029982363317,False
26246,QLearningCS,DiscreteForagersEnv,4129,1,[0.5 1. ],1,0.6485415818749151,False
26247,QLearningCS,DiscreteForagersEnv,4129,2,[0.1  0.91],9,0.7419894976737615,False
26248,QLearningCS,DiscreteForagersEnv,4129,3,[0.9 1. ],5,0.3544581615021818,False
26249,QLearningCS,DiscreteForagersEnv,4129,4,[0.5 1. ],1,0.0,True
26250,QLearningCS,DiscreteForagersEnv,4130,0,[0.20026596 0.61005026],3,1.0676146327187774,False
26251,QLearningCS,DiscreteForagersEnv,4130,1,[0.3 1. ],3,0.8325057581085277,False
26252,QLearningCS,DiscreteForagersEnv,4130,2,[0.3  0.91],8,1.0356518978341906,False
26253,QLearningCS,DiscreteForagersEnv,4130,3,[0.8 1. ],4,0.7040317528086483,False
26254,QLearningCS,DiscreteForagersEnv,4130,4,[0.4 1. ],10,0.7040317528086483,False
26255,QLearningCS,DiscreteForagersEnv,4130,5,[1. 1.],9,0.7040317528086483,False
26256,QLearningCS,DiscreteForagersEnv,4130,6,[0.9 1. ],5,0.3296498460701084,False
26257,QLearningCS,DiscreteForagersEnv,4130,7,[0.5 1. ],6,0.0,True
26258,QLearningCS,DiscreteForagersEnv,4131,0,[0.6768905  0.37981766],5,0.9274029982363317,False
26259,QLearningCS,DiscreteForagersEnv,4131,1,[0.5 1. ],1,0.6485415818749151,False
26260,QLearningCS,DiscreteForagersEnv,4131,2,[0.1  0.91],9,0.7419894976737615,False
26261,QLearningCS,DiscreteForagersEnv,4131,3,[0.9 1. ],5,0.3544581615021818,False
26262,QLearningCS,DiscreteForagersEnv,4131,4,[0.5 1. ],1,0.0,True
26263,QLearningCS,DiscreteForagersEnv,4132,0,[0.5386585 0.8289589],6,0.8242283678349148,False
26264,QLearningCS,DiscreteForagersEnv,4132,1,[0.6 1. ],0,0.5158594143243476,False
26265,QLearningCS,DiscreteForagersEnv,4132,2,[0.   0.91],0,0.1469135331518846,False
26266,QLearningCS,DiscreteForagersEnv,4132,3,[0.  0.7],0,0.0,True
26267,QLearningCS,DiscreteForagersEnv,4133,0,[0.83711684 0.972134  ],9,0.5763324282399617,False
26268,QLearningCS,DiscreteForagersEnv,4133,1,[0.9 1. ],8,0.19019607820221218,False
26269,QLearningCS,DiscreteForagersEnv,4133,2,[0.8 1. ],9,0.0,True
26270,QLearningCS,DiscreteForagersEnv,4134,0,[0.59180737 0.8893137 ],4,1.008531776710835,False
26271,QLearningCS,DiscreteForagersEnv,4134,1,[0.4 1. ],10,1.2466125034604632,False
26272,QLearningCS,DiscreteForagersEnv,4134,2,[1. 1.],9,1.2466125034604632,False
26273,QLearningCS,DiscreteForagersEnv,4134,3,[0.9 1. ],3,0.9120773348146929,False
26274,QLearningCS,DiscreteForagersEnv,4134,4,[0.3 1. ],3,0.5447853203137805,False
26275,QLearningCS,DiscreteForagersEnv,4134,5,[0.3 1. ],3,0.1302034934396803,False
26276,QLearningCS,DiscreteForagersEnv,4134,6,[0.3 1. ],3,0.0,True
26277,QLearningCS,DiscreteForagersEnv,4135,0,[0.89129883 0.4130554 ],10,0.58312447786132,False
26278,QLearningCS,DiscreteForagersEnv,4135,1,[1. 1.],9,0.19107142857142878,False
26279,QLearningCS,DiscreteForagersEnv,4135,2,[0.9 1. ],3,0.0,True
26280,QLearningCS,DiscreteForagersEnv,4136,0,[0.4958658  0.09769212],3,0.3888888888888889,False
26281,QLearningCS,DiscreteForagersEnv,4136,1,[0.3 0.4],3,1.0676146327187774,False
26282,QLearningCS,DiscreteForagersEnv,4136,2,[0.3 1. ],8,1.3390723945011112,False
26283,QLearningCS,DiscreteForagersEnv,4136,3,[0.8 1. ],4,1.0356518978341906,False
26284,QLearningCS,DiscreteForagersEnv,4136,4,[0.4 1. ],10,1.0356518978341906,False
26285,QLearningCS,DiscreteForagersEnv,4136,5,[1. 1.],9,1.0356518978341906,False
26286,QLearningCS,DiscreteForagersEnv,4136,6,[0.9 1. ],8,0.7040317528086483,False
26287,QLearningCS,DiscreteForagersEnv,4136,7,[0.8 1. ],4,0.3296498460701084,False
26288,QLearningCS,DiscreteForagersEnv,4136,8,[0.4 1. ],10,0.3296498460701084,False
26289,QLearningCS,DiscreteForagersEnv,4136,9,[1. 1.],9,0.0,True
26290,QLearningCS,DiscreteForagersEnv,4137,0,[0.2281725  0.14841002],3,0.14736842105263157,False
26291,QLearningCS,DiscreteForagersEnv,4137,1,[0.3  0.19],6,0.21279460332208988,False
26292,QLearningCS,DiscreteForagersEnv,4137,2,[0.6  0.33],8,0.16314584375483682,False
26293,QLearningCS,DiscreteForagersEnv,4137,3,[0.8        0.53999996],9,0.05792233960265558,False
26294,QLearningCS,DiscreteForagersEnv,4137,4,[0.9        0.65666664],0,0.0,True
26295,QLearningCS,DiscreteForagersEnv,4138,0,[0.4627238 0.9076107],9,0.5763324282399617,False
26296,QLearningCS,DiscreteForagersEnv,4138,1,[0.9 1. ],8,0.19019607820221218,False
26297,QLearningCS,DiscreteForagersEnv,4138,2,[0.8 1. ],4,0.0,True
26298,QLearningCS,DiscreteForagersEnv,4139,0,[0.05004788 0.24845307],7,0.5587918002617349,False
26299,QLearningCS,DiscreteForagersEnv,4139,1,[0.7 1. ],6,0.18780487787149125,False
26300,QLearningCS,DiscreteForagersEnv,4139,2,[0.6  0.82],2,0.0,True
26301,QLearningCS,DiscreteForagersEnv,4140,0,[0.71675783 0.40402594],0,0.14736842105263157,False
26302,QLearningCS,DiscreteForagersEnv,4140,1,[0.   0.19],6,0.21279460332208988,False
26303,QLearningCS,DiscreteForagersEnv,4140,2,[0.6  0.33],7,0.23374485095959713,False
26304,QLearningCS,DiscreteForagersEnv,4140,3,[0.7        0.53999996],1,0.0,True
26305,QLearningCS,DiscreteForagersEnv,4141,0,[0.47955734 0.09352619],3,0.3888888888888889,False
26306,QLearningCS,DiscreteForagersEnv,4141,1,[0.3 0.4],3,1.0676146327187774,False
26307,QLearningCS,DiscreteForagersEnv,4141,2,[0.3 1. ],8,1.3390723945011112,False
26308,QLearningCS,DiscreteForagersEnv,4141,3,[0.8 1. ],10,1.3390723945011112,False
26309,QLearningCS,DiscreteForagersEnv,4141,4,[1. 1.],8,1.3390723945011112,False
26310,QLearningCS,DiscreteForagersEnv,4141,5,[0.8 1. ],10,1.3390723945011112,False
26311,QLearningCS,DiscreteForagersEnv,4141,6,[1. 1.],8,1.3390723945011112,False
26312,QLearningCS,DiscreteForagersEnv,4141,7,[0.8 1. ],10,1.3390723945011112,False
26313,QLearningCS,DiscreteForagersEnv,4141,8,[1. 1.],8,1.3390723945011112,False
26314,QLearningCS,DiscreteForagersEnv,4141,9,[0.8 1. ],10,1.3390723945011112,True
26315,QLearningCS,DiscreteForagersEnv,4142,0,[0.8899848  0.91043776],5,0.9274029982363317,False
26316,QLearningCS,DiscreteForagersEnv,4142,1,[0.5 1. ],10,1.1014754591990363,False
26317,QLearningCS,DiscreteForagersEnv,4142,2,[1. 1.],0,0.7475577026301663,False
26318,QLearningCS,DiscreteForagersEnv,4142,3,[0. 1.],8,0.35588881314852694,False
26319,QLearningCS,DiscreteForagersEnv,4142,4,[0.8 1. ],10,0.35588881314852694,False
26320,QLearningCS,DiscreteForagersEnv,4142,5,[1. 1.],5,2.220446049250313e-16,True
26321,QLearningCS,DiscreteForagersEnv,4143,0,[0.36068723 0.17575735],6,0.5471923567068586,False
26322,QLearningCS,DiscreteForagersEnv,4143,1,[0.6  0.93],9,0.6035353535353538,False
26323,QLearningCS,DiscreteForagersEnv,4143,2,[0.9 1. ],8,0.19354838709677424,False
26324,QLearningCS,DiscreteForagersEnv,4143,3,[0.8 1. ],10,0.19354838709677424,False
26325,QLearningCS,DiscreteForagersEnv,4143,4,[1. 1.],8,2.220446049250313e-16,True
26326,QLearningCS,DiscreteForagersEnv,4144,0,[0.618975  0.8473575],5,0.9274029982363317,False
26327,QLearningCS,DiscreteForagersEnv,4144,1,[0.5 1. ],10,1.1014754591990363,False
26328,QLearningCS,DiscreteForagersEnv,4144,2,[1. 1.],0,0.7475577026301663,False
26329,QLearningCS,DiscreteForagersEnv,4144,3,[0. 1.],10,0.7475577026301663,False
26330,QLearningCS,DiscreteForagersEnv,4144,4,[1. 1.],0,0.35588881314852694,False
26331,QLearningCS,DiscreteForagersEnv,4144,5,[0. 1.],10,0.35588881314852694,False
26332,QLearningCS,DiscreteForagersEnv,4144,6,[1. 1.],0,2.220446049250313e-16,True
26333,QLearningCS,DiscreteForagersEnv,4145,0,[0.24429421 0.29089585],4,1.008531776710835,False
26334,QLearningCS,DiscreteForagersEnv,4145,1,[0.4 1. ],10,1.2466125034604632,False
26335,QLearningCS,DiscreteForagersEnv,4145,2,[1. 1.],8,1.2466125034604632,False
26336,QLearningCS,DiscreteForagersEnv,4145,3,[0.8 1. ],10,1.2466125034604632,False
26337,QLearningCS,DiscreteForagersEnv,4145,4,[1. 1.],8,1.2466125034604632,False
26338,QLearningCS,DiscreteForagersEnv,4145,5,[0.8 1. ],10,1.2466125034604632,False
26339,QLearningCS,DiscreteForagersEnv,4145,6,[1. 1.],8,1.2466125034604632,False
26340,QLearningCS,DiscreteForagersEnv,4145,7,[0.8 1. ],10,1.2466125034604632,False
26341,QLearningCS,DiscreteForagersEnv,4145,8,[1. 1.],8,1.2466125034604632,False
26342,QLearningCS,DiscreteForagersEnv,4145,9,[0.8 1. ],2,0.9120773348146929,True
26343,QLearningCS,DiscreteForagersEnv,4146,0,[0.3567415  0.54918736],0,0.14736842105263157,False
26344,QLearningCS,DiscreteForagersEnv,4146,1,[0.   0.19],10,0.17619047619047618,False
26345,QLearningCS,DiscreteForagersEnv,4146,2,[1.   0.42],9,0.06468255463100597,False
26346,QLearningCS,DiscreteForagersEnv,4146,3,[0.9  0.56],0,0.0,True
26347,QLearningCS,DiscreteForagersEnv,4147,0,[0.02272811 0.80800855],3,1.0676146327187774,False
26348,QLearningCS,DiscreteForagersEnv,4147,1,[0.3 1. ],8,1.3390723945011112,False
26349,QLearningCS,DiscreteForagersEnv,4147,2,[0.8 1. ],10,1.3390723945011112,False
26350,QLearningCS,DiscreteForagersEnv,4147,3,[1. 1.],8,1.3390723945011112,False
26351,QLearningCS,DiscreteForagersEnv,4147,4,[0.8 1. ],10,1.3390723945011112,False
26352,QLearningCS,DiscreteForagersEnv,4147,5,[1. 1.],8,1.3390723945011112,False
26353,QLearningCS,DiscreteForagersEnv,4147,6,[0.8 1. ],10,1.3390723945011112,False
26354,QLearningCS,DiscreteForagersEnv,4147,7,[1. 1.],8,1.3390723945011112,False
26355,QLearningCS,DiscreteForagersEnv,4147,8,[0.8 1. ],10,1.3390723945011112,False
26356,QLearningCS,DiscreteForagersEnv,4147,9,[1. 1.],8,1.3390723945011112,True
26357,QLearningCS,DiscreteForagersEnv,4148,0,[0.46641237 0.26153183],2,0.14736842105263157,False
26358,QLearningCS,DiscreteForagersEnv,4148,1,[0.2  0.19],5,-1.3877787807814457e-17,True
26359,QLearningCS,DiscreteForagersEnv,4149,0,[0.7440775 0.6705938],4,1.008531776710835,False
26360,QLearningCS,DiscreteForagersEnv,4149,1,[0.4 1. ],10,1.2466125034604632,False
26361,QLearningCS,DiscreteForagersEnv,4149,2,[1. 1.],8,1.2466125034604632,False
26362,QLearningCS,DiscreteForagersEnv,4149,3,[0.8 1. ],10,1.2466125034604632,False
26363,QLearningCS,DiscreteForagersEnv,4149,4,[1. 1.],8,1.2466125034604632,False
26364,QLearningCS,DiscreteForagersEnv,4149,5,[0.8 1. ],10,1.2466125034604632,False
26365,QLearningCS,DiscreteForagersEnv,4149,6,[1. 1.],8,1.2466125034604632,False
26366,QLearningCS,DiscreteForagersEnv,4149,7,[0.8 1. ],10,1.2466125034604632,False
26367,QLearningCS,DiscreteForagersEnv,4149,8,[1. 1.],8,1.2466125034604632,False
26368,QLearningCS,DiscreteForagersEnv,4149,9,[0.8 1. ],10,1.2466125034604632,True
26369,QLearningCS,DiscreteForagersEnv,4150,0,[0.56463915 0.14112738],5,0.3888888888888889,False
26370,QLearningCS,DiscreteForagersEnv,4150,1,[0.5 0.4],0,0.14736842105263157,False
26371,QLearningCS,DiscreteForagersEnv,4150,2,[0.   0.19],6,0.21279460332208988,False
26372,QLearningCS,DiscreteForagersEnv,4150,3,[0.6  0.33],8,0.16314584375483682,False
26373,QLearningCS,DiscreteForagersEnv,4150,4,[0.8        0.53999996],9,0.05792233960265558,False
26374,QLearningCS,DiscreteForagersEnv,4150,5,[0.9        0.65666664],10,0.05795972079995504,False
26375,QLearningCS,DiscreteForagersEnv,4150,6,[1.        0.6755555],5,0.0,True
26376,QLearningCS,DiscreteForagersEnv,4151,0,[0.3468492  0.18154652],6,0.5471923567068586,False
26377,QLearningCS,DiscreteForagersEnv,4151,1,[0.6  0.93],9,0.6035353535353538,False
26378,QLearningCS,DiscreteForagersEnv,4151,2,[0.9 1. ],8,0.19354838709677424,False
26379,QLearningCS,DiscreteForagersEnv,4151,3,[0.8 1. ],10,0.19354838709677424,False
26380,QLearningCS,DiscreteForagersEnv,4151,4,[1. 1.],8,2.220446049250313e-16,True
26381,QLearningCS,DiscreteForagersEnv,4152,0,[0.83795404 0.36400872],5,0.9274029982363317,False
26382,QLearningCS,DiscreteForagersEnv,4152,1,[0.5 1. ],3,0.6485415818749151,False
26383,QLearningCS,DiscreteForagersEnv,4152,2,[0.3  0.91],8,0.7185336467813994,False
26384,QLearningCS,DiscreteForagersEnv,4152,3,[0.8 1. ],10,0.7185336467813994,False
26385,QLearningCS,DiscreteForagersEnv,4152,4,[1. 1.],8,0.33329853359833295,False
26386,QLearningCS,DiscreteForagersEnv,4152,5,[0.8 1. ],10,0.33329853359833295,False
26387,QLearningCS,DiscreteForagersEnv,4152,6,[1. 1.],8,0.0,True
26388,QLearningCS,DiscreteForagersEnv,4153,0,[0.33717313 0.5015391 ],2,1.1046516902027328,False
26389,QLearningCS,DiscreteForagersEnv,4153,1,[0.2 1. ],3,1.7888888992369172,False
26390,QLearningCS,DiscreteForagersEnv,4153,2,[0.3 1. ],8,2.15183745010111,False
26391,QLearningCS,DiscreteForagersEnv,4153,3,[0.8 1. ],10,2.15183745010111,False
26392,QLearningCS,DiscreteForagersEnv,4153,4,[1. 1.],8,2.15183745010111,False
26393,QLearningCS,DiscreteForagersEnv,4153,5,[0.8 1. ],10,2.15183745010111,False
26394,QLearningCS,DiscreteForagersEnv,4153,6,[1. 1.],8,2.15183745010111,False
26395,QLearningCS,DiscreteForagersEnv,4153,7,[0.8 1. ],5,1.8838983132234504,False
26396,QLearningCS,DiscreteForagersEnv,4153,8,[0.5 1. ],3,1.6041343735270281,False
26397,QLearningCS,DiscreteForagersEnv,4153,9,[0.3 1. ],8,1.6041343735270281,True
26398,QLearningCS,DiscreteForagersEnv,4154,0,[0.05074898 0.7661801 ],7,0.6990079527494137,False
26399,QLearningCS,DiscreteForagersEnv,4154,1,[0.7 1. ],10,0.775067771568746,False
26400,QLearningCS,DiscreteForagersEnv,4154,2,[1. 1.],8,0.37826089317671885,False
26401,QLearningCS,DiscreteForagersEnv,4154,3,[0.8 1. ],10,0.37826089317671885,False
26402,QLearningCS,DiscreteForagersEnv,4154,4,[1. 1.],10,0.37826089317671885,False
26403,QLearningCS,DiscreteForagersEnv,4154,5,[1. 1.],2,0.0,True
26404,QLearningCS,DiscreteForagersEnv,4155,0,[0.8755424  0.45747894],7,0.6990079527494137,False
26405,QLearningCS,DiscreteForagersEnv,4155,1,[0.7 1. ],0,0.35604397671272126,False
26406,QLearningCS,DiscreteForagersEnv,4155,2,[0.   0.91],0,0.0,True
26407,QLearningCS,DiscreteForagersEnv,4156,0,[0.3185746  0.96774095],1,0.14736842105263157,False
26408,QLearningCS,DiscreteForagersEnv,4156,1,[0.1  0.19],7,0.1696969752359871,False
26409,QLearningCS,DiscreteForagersEnv,4156,2,[0.7  0.33],9,0.06430261774330026,False
26410,QLearningCS,DiscreteForagersEnv,4156,3,[0.9  0.47],10,0.06444446191257952,False
26411,QLearningCS,DiscreteForagersEnv,4156,4,[1.         0.50000006],8,0.0,True
26412,QLearningCS,DiscreteForagersEnv,4157,0,[0.783132  0.7494057],8,0.5517416037054078,False
26413,QLearningCS,DiscreteForagersEnv,4157,1,[0.8 1. ],10,0.5929598787781198,False
